team names,series number,filename,name,description,gender,attributes,uuid,hash
,164,sola-the-queen,sola the queen,Sola is a princess as she's got the mind of a queen.,Female,hair: brown long hair; eyes: none; teeth: none; clothing: blouse top; expression: cool; accessories: eye glasses; strength: Strong character; weakness: beauty,d5f23ad3-832a-4d3e-814e-e23f466d18a4,b2f58aca02169b7a279174dc4f16a7c941063cc4a3e6016ca14fcc75ffb7577a
,165,temi-afro-girl,temi afro girl,Temi is know for her funny haircut and this time afro is up.,Female,hair: orange full hair; eyes: none; teeth: none; clothing: ankara; expression: cool; accessories: eye glasses; strength: loving; weakness: sheepish,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,b59a3219b7391018f41901327ecfc04b93760c5744abe624e26a343dd40d2436
,166,jonny-the-bravo,jonny the bravo,Jonny is friendly to all and everybody sees him as kind agile Jonny.,Male,hair: orange pink; eyes: closed; teeth: candy in mouth; clothing: igbo attire; expression: relaxed; accessories: candy in mouth; strength: helping people; weakness: hastly rash,2b345988-b4b0-453b-ad39-efe1321bc8f1,9fbe5249c7ba9c69d805d7e9f064fca9ee3b3ec20ebea13efcb97e521cd818e3
,167,tunde-the-bigman,tunde the bigman,Tunde is the big man on the street and flamboyant life style is his identity.,Male,hair: none; eyes: closed; teeth: white with one tooth missing; clothing: agbada; expression: resting; accessories: head wear; strength: money; weakness: monkey,56db423e-8b09-453e-b5fc-61f4da9d7a6f,a4326264212bed1f8a0a6d43097eb3a2c193596f006299ed98dc50952fcde66b
,168,joe-the-plain,joe the plain,Plain and simple and no one in town is more gentle that broda Joe.,Male,hair: none; eyes: watery blue eye; teeth: tongue out; clothing: agbada; expression: happy; accessories: face cap; strength: handling situation; weakness: overthinking,7a3083bd-5aa2-48b5-a30b-4445cc060f57,b1fe94af84f9bfcefb35d8cdccf1fdfa57a2ee3b9238571e3aa052371109abff
,169,wale-sharp-guy,wale sharp guy,Wale no de carry last because he thinks and act fast.,Male,hair: none; eyes: closed; teeth: white with a tooth missing; clothing: agbada; expression: fearful; accessories: blue head scaf; strength: smart; weakness: too forward,44906ea0-901b-4b3d-802f-f73acc8758f6,8c23dcffa5c80808b13582d6fce606d1593d76762d52538271e1bf555e86763a
,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair: low cut; eyes: closed; teeth: gapped teeth; clothing: agbada; expression: snoozing; accessories: none; strength: loving; weakness: sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,55863ceb4353e062cb884764279c1ddda97e822b4659e5c2d8d28fe66881e2f9
,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair: none; eyes: black iris; teeth: long front tooth; clothing: ankara; expression: fearfully; accessories: head cap; strength: fatherly; weakness: women,a2651258-ca3f-4940-b095-3a61ff630263,de356fbf22332b12b72669ded38f5ccc869733f16fc76ac8d99ff2ad6905f387
,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair: none; eyes: black iris; teeth: full white teeth; clothing: wrapper wrapped around body; expression: smiling; accessories: head cap; strength: leadership; weakness: anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,e9cdab7b8888e0ce95b5f3f84f7ad252b8e740ca560f1e57beb44a450b7225db
,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep. it's only normal for him to drool anytime.,Male,hair: none; eyes: teary grey iris; teeth: gapped teeth; clothing: agbada; expression: sleepy; accessories: head wear; strength: rich; weakness: alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,e3b5e78c217f64f9effad3a0c99d5f327eb769b6adde0ba28edb3d93f5e53197
,174,solo-the-messenger,solo the messenger,"Solo is a multitasker if you need anything done in your home, Solo is your guy.",Male,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,44906ea0-901b-4b3d-802f-f73acc8758f6,e4998f65da8d6072179652fa0042d0728803e01053922ece6499359db77392b2
,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair: none; eyes: blue iris; skin color: brown; teeth: one missing tooth; clothing: aso oke; expression: happy; accessories: abetiaja cap; strength: public speaking; weakness: money,af53bf52-b517-4347-adc6-07cf30c19025,8ad27a0f03edb7469ee10a4711b65f2afcd2c71af059d3619029a854deb525ca
,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair: orange afro; eyes: black iris; skin color: brown; teeth: none; clothing: aso oke; expression: unconcerned; accessories: cigrette in mouth; strength: money in pocket; weakness: sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,7aa29b5c021123bb76e124784c4a4e70e57426ddd94bb8c1a366f30dd082c6f5
,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair: none; eyes: closed; teeth: none; clothing: aso oke; expression: smiling; accessories: head wear; strength: industrious; weakness: criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,3af4d03e3d960bc1decd67a9b2af145b53d7b01c1a0d681e0fc82f4cf87c8dbf
,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair: none; eyes: blue iris; teeth: gapped teeth; clothing: Igbo clothing; expression: surprised; accessories: face cap; strength: hardworking; weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,c9e49e479da58b57fe8441cb136c38319558f7ddc0a37a6acc0cbd796c71818d
,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair: none; eyes: black iris; teeth: none; clothing: agbada; expression: tired; accessories: tied head scaf; strength: Influencing people; weakness: talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,35539e068199b06d7d64aa5978a620ba602aac7539a0da15c62cf9e56fe09ddc
,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair: pink hair; eyes: black iris; teeth: none; clothing: agbada; expression: happily surprised; accessories: none; strength: make people happy; weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,d5e44fd4b63ecfdda53a564fa121ce6cbb9ae2ae9074cab654d1b02573e05533
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood.,Female,hair: pitch; eyes: blue;  teeth: none;  clothing: top; accessories: bow-tie;  expression: strengths: powerful; weakness: sentimental,2ae282e6-9400-43cb-bbdd-f4e61fec96b3,5f52c24557a74cf41dfe29b4e728f4dfbca6f262190f0be1484c90a4d3c22308
,182,lola-babe,lola babe,You will always see her in tight fittted dresses; she loves the exquisite life.,Female,hair: brown; eyes: blue; teeth: none; clothing: aso-oke; accessories: none; expression: happy; strengths: calculative; weakness: misleading,7c80747e-9ba7-4fb7-ab69-ff09c7f75d58,7d0a9da1c480136bfad99b8b775d7fe1a10f960afa597ced9586d9f20e07f2f4
,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends.,Female,hair: two brown bun; eyes: blue; teeth: none; clothing: aso-oke; accessories: none; expression: blank; strength: free spirit; weakness: misleading,14792397-de9d-4f18-b46c-f168605d09e8,580390968e781eb187cdd7041520c92c7d7c459738a8d5cf6a43f86b140a26fa
,184,bella-the-baller,bella the baller,Bella earns big; she is always out partying and buying bottles.,Female,hair: brown; eyes: blue; teeth: none; clothing: patterned top; accessories: none; expression: determined; strength: adaptation; weakness: fluency,535199d1-0705-4652-8e00-6d33db7aa4a7,c039b535bd0bd7302de62d3749249622c0a2e55f09886977569a9d6f8ea079c2
,185,milly-of-roses,milly of roses,She is very attractive but doesn't have a social life.,Female,hair: beige; eyes: blue; teeth: none; clothing: black top; accessories: none; expression: happy; strength: cool headed; weakness: pressure,3882bf86-4fe7-4b45-af74-8cd6b2fa3be7,b19d7a1bb47e35d4e2e94b192c6c9f5f977d7d4dbad13f7066506e9ddeb5f8ca
,186,preciousjada-the-viper,preciousjada the viper,Her opinions are great but her words sting like viper.,Female,hair: ginger afro; eyes: blue; teeth: white teeth; clothing: aso-oke; expression: strong-willed; strength: confidence; weakness: endurance,0d736b37-d6c9-492b-92a1-a682da4dd149,2913344fce229b609e5dfa691f69cf2d81a2dea1b63b14fcc3704e31c1c4cb61
,187,lolly-of-ny,lolly of ny,Most popular visual artist; alway gets praised for her creativity.,Female,hair: purple braids; eyes: black; teeth: none; clothing: black and blue top; accessories: none; expression: calculative; strength: strong willed; weakness: relationship,c41d20a9-19d6-498e-9246-e5bbb299d713,c88dacae69131ac5acb4f8de01d37d15ff394c036217f215dee2675eaa5a9345
,188,disy-the-dancer,disy the dancer,A dancer that brings the spotlight on her.,Female,hair: black; eyes: black; teeth: none; clothing: one arm top; accessories: scarf; expression: bad girl vibes; strength: cleaniness; weakness: perfectionist,850f407d-d106-4b0e-89cd-e35d9261aedd,2bc08328456f84465a74cf83e101746e4ce583d0473097270e981e7590becc84
,189,jenny-the-great,jenny the great,Loves burna boy; you will always catch him on his tracks.,Female,hair: black; eyes: none; teeth: none; clothing: none; accessories: scalf; expression: none; strength: badass; weakness: cancer,3caaefcd-329e-4e25-af9e-21bb07c52380,3c8600c4aecbcbf00532eec9e43d53d9508cc451e2cd990b5606b86f33797819
,190,lolly-the-pop,lolly the pop,Everywhere she goes she shines like a star.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: peaceful; weakness: anger,a3c79502-5fbe-45af-a498-4670fdfff629,7642f4fbed5208f368e3abc4cc5cb89424007591a1882484f2b9ebe809c149ec
,191,disy-the-queen,disy the queen,An introvert that loves her own space.,Female,hair: one bun dark brown; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: beauty; weakness: lover girl,c2807d94-0192-4dca-be02-1e5ac8a42d74,2d06f243d6a65e4365310431f963c95d5df2ac763b95b550b95b679266fe3938
,192,jennyp-of-lagos,jennyp of lagos,She knows all the celebrities in lagos but she stays lowkey.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: super powerful; weakness: sleeping,94a06683-6ce5-4c5f-8820-968654168980,322ddf5fddb908f9d31282e75d5913a992f631a25940999e24c206ed3daba164
,193,jada-of-life,jada of life,She started a night club in lekki and now she is a millionaire.,Female,hair: male; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: calm; weakness: sun,c92fad1d-521e-44e0-9a56-d07ca5e77fe5,fd10de6218fcb36499057fac8cad96936efa4d241c2935c45ef8a073a4ce755b
,194,sandy-the-rapper,sandy the rapper,She just loves to rap and Quavo is her super star.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: clean; weakness: foodie,778b0412-b5b9-4b0c-bbcd-5c0fbb360fd7,07391d2e8b7a377e50005fe70b13726ce59354a85ce243e4e7115dcd004a596f
,195,dahila-the-genius,dahila the genius,The genius in the family; she always wins awards.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: activist; weakness: irrational,d46f7da0-73e6-4100-b9b2-6c08d5ad561a,01520e06b4ac3c95ca30a582321e9c8ea9ffcc33afd496866850957f3ecfefd5
,196,rosemary-of-yaba,rosemary of yaba,She is always travellling to cotonou to buy clothes for her store.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: mind games; weakness: insomia,583fa7c2-583f-4fc6-8176-473e5c2aa92b,83e29913ec268143a75d99b9633429f0f39939ec9ebb382db4f6dbc114e164a4
,197,jennifer-of -island,jennifer of island,She loves travelling; she is in maldives this year.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: strong; weakness: lateness,37552438-fdda-483a-a1a4-bdfa6ddd3ec2,d1c1dec7364be29d2de9dfb80e4c24965d15373ca9aa0fe30129c511045ee740
,198,opeyemi-of-lekki,opeyemi of lekki,She is a lekki socialite; braids her hairfor 85k.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: conversationist; weakness: traditionalist,65cdbeee-071a-4700-bccf-cb437f3d066d,9839da32ac7d8f7c37c3e676147f54098c9e9ed07f52351abd30cb2a284403bb
,199,vicky-the-artist,vicky the artist,An artist; she brings drawings to life.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: strong willed; weakness: crying,7247e175-bca1-4cd8-a8bb-b97cad9781a7,1ae699ae4a6591fa88e5359940220ea91c3c3ef0fd6d37a0d676b91dc252ead5
,200,afrogirl-sailor,afrogirl sailor,She loves water and sails the ocean yearly.,Female,hair: bald; eyes: none; teeth: none; clothing: none; accessories: none; expression: none; strength: height; weakness: pride,3973c584-f922-4b80-abb7-13b66d9518fa,04a0ee257a18897777c29befeb38ccb0aa27557cefdb3bf119250bdae1041ad8
TEAM GEAR,201,ahmed-the-merchant,ahmed the merchant,A rich merchant that sells in babylon.,Male,hair: none; eyes: closed; teeth: none; clothing: one-hand; accessories: none; expression: smiling; strength: business; weakness: alcohol,9996ecb6-4d92-4b51-bc50-d962f68f1ecc,d3c513f8b89280a010748718c24dd3a3460cb0289538d3a92ef8849f1829f86d
,202,blind-tonia,blind tonia,A girl that lost one of her eyes in a street fight.,Female,hair: brown; eyes: one; teeth: none; clothing: blouse; accessories: none; expression: none; strength: smiling; weakness: none,4a5f4c6d-d0dd-4b71-b095-86ef11910962,9582f8b5f194d7151e48799e59a7e7b81ac0fbfe5d83e02a317b01631cae7c6e
,203,buffy-the-vampire,buffy the vampire,A vampire diary protagonist that got bitten by a vampire in real life.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none,bd329fd7-dd90-4180-a7a7-03e2d41535cb,0d2cfe62fa13abbf2a5687876d0bbcb8a52807d36c850e7fd8f936b4c23126b4
,204,caro-lipstick,caro lipstick,"A girl that puts on lipstick always, even to bed.",Female,hair: brown; eyes: glasses; teeth: none; clothing: blouse; accessories: none; expression: sazzy; strength: none; weakness: none,a34d7a7b-d8f6-46fb-9abc-6d6d7293fffb,312f343389643132f3135073eb8543913cec018f4615a97b7ebb6fb9388a504c
,205,charity-the-maid,charity the maid,A maid that works for the fun of it.,Female,hair: none; eyes: small; teeth: two; clothing: shirt; accessories: none; expression: none; strength: biting; weakness: none,22286b60-5f7b-4df3-8cb1-187d02fb83d0,f8deb239886095e388f62d089c08a3d79a49bf4a3652f169168d66f5f3a6c088
,206,charity-with-fakehair,charity with fakehair,A girl with a bald hair but always wears wig to cover her head.,Female,hair: orange; eyes: glasses; teeth: none; clothing: blouse; accessories: normal; expression: none; strength: none; weakness: barbing-saloon,efc0f7f5-d90b-46cc-be0b-6fcaa23a5422,785bc62c7ba5196842d864b4098dd35807aacd0449f4a0730bd27da5f6923a8d
,207,daniel-the-hustler,daniel the hustler,A boy that lives in the streets of Lagos hustling everyday to make ends meet.,Male,hair: none; eyes: black; teeth: none; clothing: shirt; accessories: gang; expression: smiling; strength: hustling; weakness: alcohol,355be0ea-e500-41e1-add4-ce868759bb72,a4484286cdf35ab8fdbc82b69bf42128f049a830cb82487e9c60abecba1b3439
,208,grandma-nanny,grandma nanny,A grandmother that does nothing but sleeps all day.,Female,hair: white; eyes: blue; teeth: none; clothing: blouse; accessories: fashion; expression: smiling; strength: design; weakness: none,ec8fe198-5c45-42a6-a909-4cfbcbbf6519,f15bca4d4b05d3dc26181f93165494c8bf1563f79cc9188f3a9f7d50e1d62023
,209,granpa-willy,granpa willy,A grandfather that drinks beer and reads newspaper all day.,Male,hair: white; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smiling; strength: reading; weakness: drinking,facf7001-d028-4e00-bffc-ed1f7c005ecc,e8e1172a63c1e1bab9827d43d85ca290a4f252b83ed55ed6753f562d02790639
,210,joshua-gang-leader,joshua gang leader,A boy born to ritualist parents and now runs his own gang.,Male,hair: brown; eyes: black; teeth: gold; clothing: shirt; accessories: ponk; expression: suspicion; strength: none; weakness: none,cc3c5c06-df96-4a0d-a09f-3359c21191f6,495e9effe051f8e774e1b1ce8ebd929fed42ecea291680e16c3bebf0c9dde816
,211,karashika-queen,karashika queen,A woman of the underworld that influences rich men into giving up their money.,Female,hair: white; eyes: glasses; teeth: none; clothing: blouse; accessories: fashion; expression: none; strength: design; weakness: boys,6e697e86-def8-4fb4-96c9-0f43ab9beea6,c775a8f88cf3b0cacb487dae913bed546c318d9c47e915f565bf2df0fc394913
,212,king-of-baldmen,king of baldmek,A man that was born bald and has never seen a hair on his head.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smirk; strength: deceit; weakness: none,5142f00b-10b5-47a5-ab8a-8ae71b255b04,c7bc09251a29df09d3bb8df10069fbe763ff3ce622e12afa78a94ce93940c6c1
,213,musa-masked-mouth,musa masked mouth,Musa uses a tape to cover his mouth to prevent him from talking too much.,Male,hair: cap; eyes: closed; teeth: none; clothing: shirt; accessories: fashion; expression: none; strength: dressing; weakness: none,9a5e7e95-6552-4a92-ab18-2154678943c2,a595ef64e432e4a2bb83480b8e66aee718fe5abeb7ad69b597f95270b8e7d7b0
,214,queen-of-smokers,queen of smokers,A chronic smoker looking for a spouse that will join her to die of smoking.,Female,hair: brown; eyes: glasses; teeth: smoke; clothing: blouse; accessories: none; expression: none; strength: none; weakness: smoking,eb32dfc0-29ee-49db-8833-37a41a6d6d65,2169593d62e7fa2bf719db70e07dd1ab6e26d734730456751c42e7c988c191f1
,215,redlips-man,redlips man,A man that kissed a woman and got his lips burnt.,Male,hair: brown; eyes: blue; teeth: none; clothing: shirt; accessories: none; expression: frown; strength: chewing; weakness: none,4d649c12-05a5-44a4-b4ef-eb285b291aff,daeb7b55117422b80ef8af5c6e1b8cc4777b7e6afb51e879e8e72a0f47f5a996
,216,sleevless-maid,sleevless maid,A girl that nevers wears long cloths and gets herself thrown out of churches for indecent dressing.,Female,hair: white; eyes: blue; teeth: none; clothing: shirt; accessories: tan; expression: none; strength: seduction; weakness: none,1cec0f65-2ee4-41a9-a30a-1f7aa9ccd112,1cdf432f560a8048cc0b0b4e07200c68e03023fe555abaceac068e731ff34acd
,217,stephen-bluecap,stephen bluecap,Stephen always wears blue cap even to the church.,Male,hair: cap; eyes: black; teeth: none; clothing: shirt; accessories: fashion; expression: smile; strength: kindness; weakness: none,9b9de982-0f87-47ee-ae95-0b69b48d0cdf,1d6374315bbd098937f62343cea1fd20e73e35ff9facc38cbb619167d69f9b99
,218,tinubu-gateman,tinubu gateman,Tinubu has been a gateman all his life.,Male,hair: cap; eyes: blue; teeth: tongue; clothing: shirt; accessories: fashion; expression: laugh; strength: laughter; weakness: none,c587932b-0b8c-4f70-8465-425a1f53df64,4a936da5257e0c5459efe76819d823a8545e25c27773891161943e1a09fb296e
,219,vampire-girl,vampire girl,She dresses up as a vampire every haloween.,Female,hair: puff-puff; eyes: blue; teeth: two; clothing: blouse; accessories: none; expression: bite; strength: biting; weakness: none,3bba4477-d84a-440f-af66-12690ea8b2e4,cfd594a15b9d2e1ce0338fcdf238ddd6f7f41d53ecfbf31f98357e2510caa397
,220,yusuf-the-smoker,yusuf the smoker,A chronic smoker with damaged lungs.,Male,hair: cap; eyes: dark-brown; teeth: smoke; clothing: shirt; accessories: fashion; expression: smile; strength: dressing; weakness: smoking,2af7b970-e212-4627-b818-13c00c8d3a72,a964df98d7ecd8d931d174b8eac4341c0fac0b8f6ffbb2f18f200e88ba294fc0
TEAM TAPE,221,lola-hng-newbie,lola hng newbie,A confused hng participant that cannot understand her project.,Female,hair: brown; eyes: white; teeth: white; clothing: ankara; accessories: none; expression: surprised; strength: none; weakness: confused,0ddbd22c-b3bb-4c72-9f51-0361480bbfa7,8d077df8d6d1da1d011df4717b23d96b8c52562e676601b95f402576a1f15157
,222,nene-caroline,nene caroline,A housewife that loves taking care of her family.,Female,hair: brown; eyes: white; teeth: none; clothing:ankara; accessories: none; expression: calm; strength: loving; weakness: novice,4ce5bcf3-d4ed-4277-8187-cb1797c1ac7e,f3303c2c30979c4d724c107e9d89de371e48685d344f08620647bac24edfe6d3
,223,wazo-partystopper,wazo partystopper,A Nigerian aunty that loves to attend owambe parties.,Female,hair: black; eyes: white; teeth: none; clothing: aso oke;  accessories: none; expression: proud; strength: energetic; weakness: none,77237cce-bae0-4d60-adad-27055f0eed39,8922b2336e7906074ed03655ca3744141a0ee9d420aed0a1b982621826201885
,224,melanin-janet,melanin janet,A young lady with a soft personality.,Female,hair: brownish pink; eyes: white; teeth: none; clothing: english-ankara; accessories: none; expression: none; strength: calm; weakness: none,a5a2854e-a850-4b15-b3c3-176a79b2d34b,0218c48213e982be52013878f34459b85c91c79878d6df0bd229c72ad9f07a8e
,225,leo-sugarmummy,leo sugarmummy,A middle age wild yankee returnee.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: leopard skin; accessories: none; expression: wild; strength: none; weakness: none,7ec03993-f500-4a41-aa3c-a73df7a0fbed,1ad6ff6b79e7b8756d6b3ee2a840d41cd0ec588e011ddf7b2be5235ae874ae92
,226,novice-joane,novice joane,A princess worried about finding true love.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: worried; strength: diligent; weakness: easily initimidated,a5d49163-41b1-43fe-ad7f-0c78ef530b1a,2084abd0a76fabbc4dc59776c005f8f0339b9a0d2bbeedf53cabec468686cfe0
,227,goofy-simbi,goofy simbi,An eccentric teenager that loves music.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: indifferent; strength: none; weakness: unconventional behaviour,df7dc588-f99c-4592-84f6-08b40047d9d1,726ba8e9168fb5759a0a007c9b05c8f3e6e57bf0a84e7a1ffcc63ac2cb15ba76
,228,akwaaba-ghana,akwaaba ghana,A depressed gothic introvert.,Female,hair: purple; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: depressed; strength: none; weakness: weak,d1e8b38b-994b-487c-890b-9034d3ab7dcb,05e7bf7e2217241586439969ae1aeba47a2dd57582eb5f391aeed18606f3f8e4
,229,aunty-toyin,aunty toyin,An oversabi family member.,Female,hair: pumpkin; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: carefree; strength: audacious; weakness: none,1326ef4b-224a-497e-9452-e63a4486e387,eb257b29952311b17aa89d3c19afbf8c61af39c3da240369d3668c801f9e2bba
,230,pretty-hauwa,pretty hauwa,A young bride involved in an early marriage.,Female,hair: dark brown; eyes: blue; teeth: none; clothing: kente; accessories: none; expression: self-sufficient; strength: diligent; weakness: uncritical,7c771f82-a512-403c-91b9-6736318a8796,2f3a5f1c6c014e1c6401ff1a518b9aa1ae15a307322f4ba86b34d96ab774340f
,231,chimamanda-enugu,chimamanda enugu,A young lady born during the war.,Female,hair: brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: none; strength: none; weakness: none,eaad5c98-3f85-4480-9c4e-b73340cfba4f,6299722e1d04dbb2a141bc192a2762ce786f9d8afc99d9e8d3301c0bb97b78f9
,232,kente-solape,kente solape,A respectful and diligent princess.,Female,hair: black; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: blanch; strength: bold; weakness: none,613ce65c-4b16-43f8-a0d9-b5ea8c5f2195,7ad6b39ca0fc1fe821d7f159afd6bb6834ece0aa6d619ca48bad5a3e690be3e8
,233,vamp-karishika,vamp karishika,Queen of the royal Ghana youths,Female,hair: brown; eyes: black; teeth: white; clothing: gele; accessories: none; expression: shocked; strength: tough; weakness: bossy,c4ee8a54-0874-4a7f-8344-dea8ba41f5dc,d0642332a8f57d37b6d3241380d5a8e6710b6fb616f058929c522265515e86e7
,234,genz-monique,genz monique,A sassy lady with her own vibe.,Female,hair: pinkish-brown; eyes: black; teeth: none; clothing: ankara; accessories: none; expression: despiteful; strength: none; weakness: none,b5328f13-b918-4e76-8d4c-8b4aec5eb5fe,cec5ed671a66e7e1bbad6f4ee3e6f00db1e351b5f01b543164935a1d98101ce2
,235,femi-boltz,femi boltz,A driver hustling his way through life.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,03e8d36d-5bdc-4da4-8f64-c1738eb9d1db,bfabc5e5637fc0c108de478f93976b51af9714ccecd61b2b7757b0929610cd18
,236,agba-tech,agba tech,A tech bro that loves to party but has bad communication skill.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,403f28a0-6aa7-4f80-997f-b0982c169baa,363f2711cfb2e21b0d8f5506a9802a45fb373ed89b502d102a1f3544f7b34e5d
,237,brian-richkid,brian richkid,A trust fund baby that does not know how to manage money.,Male,hair: black; eyes: blue; teeth: none ; clothing: ankara; accessories: none; expression: proud ; strength: smart; weakness: none,9d945d79-dd2d-4755-b9c7-bff837be8557,8a1de789f039a973d1444d152007602246c0aedd23b47c3bc7ab2b4302b8492c
,238,nandi-zulu,nandi zulu,A fierce African Queen.,Female,hair: pumpkin; eyes: brown; teeth: none; clothing: animal skin; accessories: none; expression: energetic; strength: smart; weakness: none,09702bc0-d10c-48d3-a1e9-2aaa4e9f3f39,934cbc25ea6631cbd392d58f7e891a3b018a7d58dada33059fe28aabb3669a42
,239,ade-demon,ade demon,A Lekki playboy that makes money from crypto.,Male,hair: none; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,0be2d50b-3e57-4e39-a199-b211d2be860c,0fcf3456f9a504d2a14499ee8794c0faec0a2d4f3e9da0a4d7a2e30d416f341b
,240,karim-rapper,karim rapper,A young and proud Lagos rapper.,Male,hair: black; eyes: blue; teeth: none; clothing: ankara; accessories: none; expression: proud; strength: smart; weakness: none,169b58f8-b84a-4ab3-a4b6-d1c5b36aa1d3,1d72f7ce5a8128cff030d6256417d9a70f319ca19122421553b881aa476f1bed
TEAM AXLE,241,bobo-alinco,bobo alinco,Alinco always in the mood for play.,Male,hair: orange; eyes: black; teeth: rabbit front teeth; clothing: white polo and blue pinafore; accessories: none; expression: unamused; strength: good listener; weakness: mostly unserious and plays roughly a lot,17e90692-26ec-4ac5-8613-d87d00278d37,f7ecb1e1ae1a092a4df5be2cdefce2ad4170241fdf28c327e349a7fd9a4d051a
,242,chi-lastborn,chi lastborn,Baby of the house; the lastborn of an average Nigerian family.,Female,hair: black; eyes: blue bold eyes; teeth: none; clothing: animal print gown; accessories: none; expression: teary; strength: truthful; weakness: cannot keep a secret,187b9001-81a7-421b-aeea-ba64f930f6c3,91cf64f1723c9a381ec31d2a48865eff982882c408222fe8c2ed0a96f101fc48
,243,uju-robo-robo,uju robo robo,An aso-oke business woman at Balogun market.,Female,hair: black; eyes: black and grey; teeth: missing two front tooth; clothing: grey and mixed color patterned ankara; accessories: ankara beret; expression: astonished; strength: business acumen; weakness: hot tempered,8b98de66-9a2b-4229-b0d9-297b2906f548,036496c77507d1d74ff4623a8c0b0a1a792c3b8aaab263343b684ed069c22d6d
,244,yetunde-anifowose,yetunde anifowose,Old money lady who was in UK before UK was UK.,Female,hair: brown; eyes: brown; teeth: none; clothing: blue ankara; accessories: tobacco pipe; expression: serious; strength: wealthy; weakness: condescending,5646daa8-2619-46a5-ac93-9a49f862729a,a60c5fbb79ddb543400826c784da6d494dd9d2da0599e701204a79602125c2fb
,245,dumebi-jjc,dumebi jjc,Newly admitted to the university; looking for freedom from her parents.,Female,hair: orange hair in two side buns; eyes: black; teeth: none; clothing: ankara blouse; accessories: none; expression: innocent; strength: curiousity; weakness: gullible,ed0148f9-491b-44e5-9b3b-07d3e8a48efe,0e32b46fb0376048d80de9937142b7d876208e7dfb5faf987aa6b7f0d09e8914
